startup_name,startup_name_norm,industry_vertical,sub_vertical,city,city_norm,investor_name,investor_list,investor_count,investment_type,investment_stage_norm,amount_raw,amount_usd,amount_log1p,amount_bucket,is_undisclosed_amount,date_raw,date_parsed,year,month,year_month,remarks,founding_date,founding_date_parsed,founding_age_years,_is_probable_dup,amount_outlier_iqr,amount_outlier_logz
Parcelled,parcelled,Online Logistics Platform,,Bangalore,Bangalore,Delhivery; Tracxn Labs,"[""Delhivery"", ""Tracxn Labs""]",2,Seed Funding,seed,,,,Undisclosed,True,2015-07-01,2015-07-01,2015,7,2015-07,,,,,False,False,False
Retigence Technologies,retigence technologies,Business IT Intelligence Services,,Mumbai,Mumbai,Omnivore Partners,"[""Omnivore Partners""]",1,Private Equity,private equity,,,,Undisclosed,True,2015-07-01,2015-07-01,2015,7,2015-07,Series A,,,,False,False,False
Cloudcherry Analytics,cloudcherry analytics,CRM / Analytics platform,,Chennai,Chennai,The Chennai Angels; IDG Ventures India,"[""The Chennai Angels"", ""IDG Ventures India""]",2,Seed Funding,seed,"1,000,000",1000000.0,13.815511557963774,1M-10M,False,2015-07-01,2015-07-01,2015,7,2015-07,,,,,False,False,False
HandyHome,handyhome,Hyperlocal Electronics repair Service,,Mumbai,Mumbai,Bessemer Ventures; Kae Capital,"[""Bessemer Ventures"", ""Kae Capital""]",2,Seed Funding,seed,"630,000",630000.0,13.353476685668044,50k-1M,False,,2015-01-01,2015,1,2015-01,,,,,False,False,False
iDreamCareer,idreamcareer,Ed-Tech Platform,,New Delhi,New Delhi,ah! Ventures; Vivek Joshi; Mohit Satyanand & others,"[""ah! Ventures"", ""Vivek Joshi"", ""Mohit Satyanand"", ""others""]",4,Seed Funding,seed,,,,Undisclosed,True,2015-07-01,2015-07-01,2015,7,2015-07,,,,,False,False,False
Ola Cabs,ola cabs,Cab rental Mobile app,,Bangalore,Bangalore,Ratan Tata,"[""Ratan Tata""]",1,Private Equity,private equity,,,,Undisclosed,True,2015-07-01,2015-07-01,2015,7,2015-07,Personal Investment,,,,False,False,False
NxtGen,nxtgen,IT infrastructure & Data Center services,,Bangalore,Bangalore,IFC; Axon Partners; Intel Capital,"[""IFC"", ""Axon Partners"", ""Intel Capital""]",3,Private Equity,private equity,"13,500,000",13500000.0,16.41820031748273,10M-100M,False,2015-07-01,2015-07-01,2015,7,2015-07,Series A,,,,False,False,False
BankBazaar,bankbazaar,Online Financial Services,,Chennai,Chennai,Amazon; Fidelity Growth Partners; Mousse Partners,"[""Amazon"", ""Fidelity Growth Partners"", ""Mousse Partners""]",3,Private Equity,private equity,"60,000,000",60000000.0,17.909855136853043,10M-100M,False,2015-07-02,2015-07-02,2015,7,2015-07,Series C(More here),,,,False,True,False
Gozoomo,gozoomo,Used Car Marketplace,,Bangalore,Bangalore,SAIF Partners,"[""SAIF Partners""]",1,Private Equity,private equity,"5,000,000",5000000.0,15.424948670398354,1M-10M,False,2015-07-02,2015-07-02,2015,7,2015-07,Series A,,,,False,False,False
Zenatix,zenatix,Internet of Things platform,,Gurgaon,Gurgaon,Rajan Anandan; Kunal Bahl; Rohit Bansal; Rahul Khanna,"[""Rajan Anandan"", ""Kunal Bahl"", ""Rohit Bansal"", ""Rahul Khanna""]",4,Seed Funding,seed,"161,000",161000.0,11.989165855127435,50k-1M,False,2015-07-02,2015-07-02,2015,7,2015-07,,,,,False,False,False
CultureAlley,culturealley,Language Learning App,,Jaipur,Jaipur,Tiger Global,"[""Tiger Global""]",1,Private Equity,private equity,"6,500,000",6500000.0,15.687312888712007,1M-10M,False,2015-07-03,2015-07-03,2015,7,2015-07,Series A,,,,False,False,False
Goqii,goqii,Mobile Fitness Marketplace,,Mumbai,Mumbai,Vijay Shekhar Sharma,"[""Vijay Shekhar Sharma""]",1,Private Equity,private equity,,,,Undisclosed,True,2015-07-03,2015-07-03,2015,7,2015-07,Pre-Series A,,,,False,False,False
Gingercrush,gingercrush,Custom Merchandize platform,,Ahmedabad,Ahmedabad,Gokul Jaykrishna; Brand Capital,"[""Gokul Jaykrishna"", ""Brand Capital""]",2,Seed Funding,seed,"1,000,000",1000000.0,13.815511557963774,1M-10M,False,2015-07-03,2015-07-03,2015,7,2015-07,,,,,False,False,False
Elanic,elanic,P2P Pre-owned goods marketplace,,Bangalore,Bangalore,Rebright Partners; Tracxn Labs; Aneesh Reddy,"[""Rebright Partners"", ""Tracxn Labs"", ""Aneesh Reddy""]",3,Seed Funding,seed,,,,Undisclosed,True,2015-07-04,2015-07-04,2015,7,2015-07,,,,,False,False,False
Stitchwood,stitchwood,Custom Furniture Marketplace,,Mumbai,Mumbai,Powai Lake Ventures; Ajeet Khurana & others,"[""Powai Lake Ventures"", ""Ajeet Khurana"", ""others""]",3,Seed Funding,seed,"395,000",395000.0,12.886643575525625,50k-1M,False,2015-07-04,2015-07-04,2015,7,2015-07,,,,,False,False,False
Urban Tailor,urban tailor,Online Tailoring Services,,Bangalore,Bangalore,Group of angel investors,"[""Group of angel investors""]",1,Seed Funding,seed,,,,Undisclosed,True,2015-07-05,2015-07-05,2015,7,2015-07,,,,,False,False,False
ConfirmtTkt,confirmttkt,Rail Ticket Confirmation predictor,,Bangalore,Bangalore,Pravin Agarwala & others,"[""Pravin Agarwala"", ""others""]",2,Seed Funding,seed,,,,Undisclosed,True,2015-07-06,2015-07-06,2015,7,2015-07,,,,,False,False,False
Paper Boat,paper boat,Ethnic Beverages manufacturer,,Gurgaon,Gurgaon,Sofina; Hillhouse Capital,"[""Sofina"", ""Hillhouse Capital""]",2,Private Equity,private equity,"30,000,000",30000000.0,17.216707972959764,10M-100M,False,2015-07-06,2015-07-06,2015,7,2015-07,Series B,,,,False,True,False
getNow,getnow,Hyperlocal Goods marketplace,,Nagpur,Nagpur,Atulya Mittal,"[""Atulya Mittal""]",1,Seed Funding,seed,,,,Undisclosed,True,2015-07-06,2015-07-06,2015,7,2015-07,,,,,False,False,False
Wudstay,wudstay,Budget Accommodation aggregator,,Gurgaon,Gurgaon,Mangroves Capital Partners; Vikas Saxena,"[""Mangroves Capital Partners"", ""Vikas Saxena""]",2,Private Equity,private equity,"3,000,000",3000000.0,14.914123179965662,1M-10M,False,2015-07-07,2015-07-07,2015,7,2015-07,Series A,,,,False,False,False
Liases Foras,liases foras,Real Estate Rating & Analysis,,New Delhi,New Delhi,DMG information Asia Pacific,"[""DMG information Asia Pacific""]",1,Private Equity,private equity,"5,000,000",5000000.0,15.424948670398354,1M-10M,False,2015-07-07,2015-07-07,2015,7,2015-07,Series A,,,,False,False,False
Eatlo,eatlo,Food Delivery platform,,Bangalore,Bangalore,Powai Lake Ventures; Globeinvestor; Abhishekh Goyal,"[""Powai Lake Ventures"", ""Globeinvestor"", ""Abhishekh Goyal""]",3,Seed Funding,seed,,,,Undisclosed,True,2015-07-07,2015-07-07,2015,7,2015-07,,,,,False,False,False
IndiaLends,indialends,Financial Tech,,New Delhi,New Delhi,DSG Consumer Partners; Siddharth Parekh,"[""DSG Consumer Partners"", ""Siddharth Parekh""]",2,Private Equity,private equity,,,,Undisclosed,True,2015-07-07,2015-07-07,2015,7,2015-07,Pre-Series A,,,,False,False,False
Quinto,quinto,Food Discovery App,,Pune,Pune,Jaydeep Barman,"[""Jaydeep Barman""]",1,Seed Funding,seed,,,,Undisclosed,True,2015-07-08,2015-07-08,2015,7,2015-07,,,,,False,False,False
Saavn,saavn,Music Streaming App,,Mumbai,Mumbai,Tiger Global Management; Bertelsmann India; Steadview Capital; Liberty Media; Mousse Partners; Quilvest,"[""Tiger Global Management"", ""Bertelsmann India"", ""Steadview Capital"", ""Liberty Media"", ""Mousse Partners"", ""Quilvest""]",6,Private Equity,private equity,"100,000,000",100000000.0,18.420680753952364,100M+,False,2015-07-08,2015-07-08,2015,7,2015-07,Series C,,,,False,True,False
Flytxt,flytxt,Big Data & Analytics platform,,Mumbai / Global,Mumbai / Global,Sunrise Capital GmBH; Big Data Investments B.V,"[""Sunrise Capital GmBH"", ""Big Data Investments B.V""]",2,Private Equity,private equity,"11,000,000",11000000.0,16.213405921671733,10M-100M,False,2015-07-08,2015-07-08,2015,7,2015-07,Series A,,,,False,False,False
Axtria,axtria,Big Data & Analytics platform,,India / US,India / US,Helion Venture Partners; Amarpreet Sawhney; Deshpande Foundation; Fred Khosravi; Richard S. Braddock,"[""Helion Venture Partners"", ""Amarpreet Sawhney"", ""Deshpande Foundation"", ""Fred Khosravi"", ""Richard S. Braddock""]",5,Private Equity,private equity,"30,000,000",30000000.0,17.216707972959764,10M-100M,False,2015-07-08,2015-07-08,2015,7,2015-07,Series C,,,,False,True,False
33Coupons,33coupons,Coupon Aggregator Platform,,Kanpur,Kanpur,Not Disclosed,"[""Not Disclosed""]",1,Seed Funding,seed,"20,000",20000.0,9.90353755128617,5k-50k,False,2015-07-08,2015-07-08,2015,7,2015-07,,,,,False,False,False
Ampere,ampere,Electric Scooter manufacturer,,Coimbatore,Coimbatore,Ratan Tata,"[""Ratan Tata""]",1,Seed Funding,seed,,,,Undisclosed,True,2015-07-08,2015-07-08,2015,7,2015-07,,,,,False,False,False
Hopping Chef,hopping chef,Online Food-Tech Platform,,Mumbai,Mumbai,Mirah Hospitality,"[""Mirah Hospitality""]",1,Seed Funding,seed,"470,000",470000.0,13.060490101343552,50k-1M,False,2015-07-08,2015-07-08,2015,7,2015-07,Strategic Investment,,,,False,False,False
Collectabillia,collectabillia,Celebrity Fashion Brand,,Bangalore,Bangalore,Accel Partners,"[""Accel Partners""]",1,Private Equity,private equity,"7,500,000",7500000.0,15.830413711839864,1M-10M,False,2015-07-08,2015-07-08,2015,7,2015-07,Series B,,,,False,False,False
Lendingkart,lendingkart,Online Finance lending platform,,Ahmedabad,Ahmedabad,Saama Capital; Mayfield; Ashvin Chadha; Shailesh Mehta,"[""Saama Capital"", ""Mayfield"", ""Ashvin Chadha"", ""Shailesh Mehta""]",4,Private Equity,private equity,"10,000,000",10000000.0,16.118095750958314,10M-100M,False,2015-07-08,2015-07-08,2015,7,2015-07,Series A,,,,False,False,False
Lybrate,lybrate,Healthcare Mobile App,,New Delhi,New Delhi,Tiger Global Management; Ratan Tata; Nexus Venture Partners,"[""Tiger Global Management"", ""Ratan Tata"", ""Nexus Venture Partners""]",3,Private Equity,private equity,"10,200,000",10200000.0,16.13789837629371,10M-100M,False,2015-07-08,2015-07-08,2015,7,2015-07,Series A,,,,False,False,False
Zoomcar,zoomcar,Self-driven vehicle rental,,Bangalore,Bangalore,Sequoia Capital; Empire Angels; NGP,"[""Sequoia Capital"", ""Empire Angels"", ""NGP""]",3,Private Equity,private equity,"11,000,000",11000000.0,16.213405921671733,10M-100M,False,2015-07-08,2015-07-08,2015,7,2015-07,Series B,,,,False,False,False
News in shorts,news in shorts,News Aggregator mobile app,,Noida,Noida,Tiger Global,"[""Tiger Global""]",1,Private Equity,private equity,"20,000,000",20000000.0,16.811242881518265,10M-100M,False,2015-07-09,2015-07-09,2015,7,2015-07,Series B,,,,False,False,False
Bluestone,bluestone,Online Jewellery Store,,Bangalore,Bangalore,IvyCap Ventures; Accel Partners; Dragoneer Investment Group,"[""IvyCap Ventures"", ""Accel Partners"", ""Dragoneer Investment Group""]",3,Private Equity,private equity,"16,200,000",16200000.0,16.600521861931007,10M-100M,False,2015-07-09,2015-07-09,2015,7,2015-07,,,,,False,False,False
Shopsity,shopsity,Fashion Info Aggregator App,,Gurgaon,Gurgaon,Sandeep Aggarwal; Teruhide Sato,"[""Sandeep Aggarwal"", ""Teruhide Sato""]",2,Seed Funding,seed,,,,Undisclosed,True,2015-07-09,2015-07-09,2015,7,2015-07,,,,,False,False,False
Notesgen,notesgen,Online Study Notes Marketplace,,New Delhi,New Delhi,Rajeev Saraf; Arvind Jha; R. Satya Narayanan,"[""Rajeev Saraf"", ""Arvind Jha"", ""R. Satya Narayanan""]",3,Seed Funding,seed,,,,Undisclosed,True,2015-07-09,2015-07-09,2015,7,2015-07,,,,,False,False,False
Infinity Assurance,infinity assurance,Warranty Programs Service Administration,,New Delhi,New Delhi,Indian Angel Network,"[""Indian Angel Network""]",1,Seed Funding,seed,"600,000",600000.0,13.304686600863562,50k-1M,False,2015-07-10,2015-07-10,2015,7,2015-07,,,,,False,False,False
Footprints Education,footprints education,Pre-School Chain,,Gurgaon,Gurgaon,LetsVenture; Kumar Bansal; Kshitij Jain,"[""LetsVenture"", ""Kumar Bansal"", ""Kshitij Jain""]",3,Seed Funding,seed,"685,000",685000.0,13.437175577097312,50k-1M,False,2015-07-10,2015-07-10,2015,7,2015-07,,,,,False,False,False
Loylty Rewards,loylty rewards,Premium Loyalty Rewards Point Management,,Mumbai,Mumbai,IndianIdeas.com,"[""IndianIdeas.com""]",1,Private Equity,private equity,"19,350,000",19350000.0,16.77820302911965,10M-100M,False,2015-07-10,2015-07-10,2015,7,2015-07,Late Stage,,,,False,False,False
Ameyo,ameyo,Contact Center Software Platform,,Gurgaon,Gurgaon,Forum Synergies PE Fund,"[""Forum Synergies PE Fund""]",1,Private Equity,private equity,"5,000,000",5000000.0,15.424948670398354,1M-10M,False,2015-07-13,2015-07-13,2015,7,2015-07,Series A,,,,False,False,False
Mamagoto,mamagoto,Casual Dining restaurant Chain,,New Delhi,New Delhi,Goldman Sachs,"[""Goldman Sachs""]",1,Private Equity,private equity,"10,000,000",10000000.0,16.118095750958314,10M-100M,False,2015-07-13,2015-07-13,2015,7,2015-07,Series A,,,,False,False,False
Satvacart,satvacart,Online Grocery Delivery,,Gurgaon,Gurgaon,Palaash Ventures,"[""Palaash Ventures""]",1,Seed Funding,seed,,,,Undisclosed,True,2015-07-13,2015-07-13,2015,7,2015-07,,,,,False,False,False
MySmartPrice,mysmartprice,Online comparison engine,,Hyderabad,Hyderabad,Accel Partners; Helion Venture Partners,"[""Accel Partners"", ""Helion Venture Partners""]",2,Private Equity,private equity,"10,000,000",10000000.0,16.118095750958314,10M-100M,False,2015-07-14,2015-07-14,2015,7,2015-07,Series B,,,,False,False,False
Zenify,zenify,Residential Rental management platform,,Bangalore,Bangalore,Atul Jalan,"[""Atul Jalan""]",1,Seed Funding,seed,,,,Undisclosed,True,2015-07-14,2015-07-14,2015,7,2015-07,,,,,False,False,False
Boxmyspace,boxmyspace,Physical Storage warehouses,,Mumbai,Mumbai,Ritesh Veera; Singapore Angel Network; Orios Venture Partners,"[""Ritesh Veera"", ""Singapore Angel Network"", ""Orios Venture Partners""]",3,Seed Funding,seed,"300,000",300000.0,12.611541086966115,50k-1M,False,2015-07-14,2015-07-14,2015,7,2015-07,,,,,False,False,False
HackerRank,hackerrank,Tech Recruitment platform,,Bangalore,Bangalore,HR Technology fund,"[""HR Technology fund""]",1,Private Equity,private equity,"7,500,000",7500000.0,15.830413711839864,1M-10M,False,2015-07-14,2015-07-14,2015,7,2015-07,Series C,,,,False,False,False
WickedRide,wickedride,Bike Rental Platform,,Bangalore,Bangalore,,[],0,Seed Funding,seed,"790,000",790000.0,13.579789490265188,50k-1M,False,2015-07-14,2015-07-14,2015,7,2015-07,,,,,False,False,False
WoWexpress,wowexpress,Tech enabled logistics platform,,Mumbai,Mumbai,Tamarind Family Private Trust,"[""Tamarind Family Private Trust""]",1,Seed Funding,seed,"500,000",500000.0,13.122365377402328,50k-1M,False,2015-07-14,2015-07-14,2015,7,2015-07,,,,,False,False,False
Oyo Rooms,oyo rooms,Budget Hotel Accommodation,,Gurgaon,Gurgaon,Softbank; Sequoia Capital,"[""Softbank"", ""Sequoia Capital""]",2,Private Equity,private equity,"100,000,000",100000000.0,18.420680753952364,100M+,False,2015-07-15,2015-07-15,2015,7,2015-07,Series B,,,,False,True,False
Mobikon,mobikon,Restaurant customer engagement platform,,Pune,Pune,Jungle Ventures,"[""Jungle Ventures""]",1,Private Equity,private equity,"2,300,000",2300000.0,14.648420115681892,1M-10M,False,2015-07-15,2015-07-15,2015,7,2015-07,Series B,,,,False,False,False
InstaLively.com,instalively com,Live video streaming app,,New Delhi,New Delhi,Anupam Mittal; Anand Chandrasekaran; Uday Shankar; Chetan Bhagat,"[""Anupam Mittal"", ""Anand Chandrasekaran"", ""Uday Shankar"", ""Chetan Bhagat""]",4,Seed Funding,seed,,,,Undisclosed,True,2015-07-15,2015-07-15,2015,7,2015-07,,,,,False,False,False
Roadrunnr,roadrunnr,Hyper local logistics platform,,Bangalore,Bangalore,Sequoia Capital; Nexus Venture Partners; Blume Ventures,"[""Sequoia Capital"", ""Nexus Venture Partners"", ""Blume Ventures""]",3,Private Equity,private equity,"11,000,000",11000000.0,16.213405921671733,10M-100M,False,2015-07-15,2015-07-15,2015,7,2015-07,Series A,,,,False,False,False
Ketto,ketto,Crowd Funding Platform,,Mumbai,Mumbai,Pradyumna Dalmia; Sudhir Rao & Others,"[""Pradyumna Dalmia"", ""Sudhir Rao"", ""Others""]",3,Seed Funding,seed,"700,000",700000.0,13.45883704259595,50k-1M,False,2015-07-16,2015-07-16,2015,7,2015-07,,,,,False,False,False
QuikWallet,quikwallet,F&B sector Mobile Payment platform,,Mumbai,Mumbai,Snow Leopard Technology Ventures,"[""Snow Leopard Technology Ventures""]",1,Private Equity,private equity,"1,600,000",1600000.0,14.285514812209815,1M-10M,False,2015-07-17,2015-07-17,2015,7,2015-07,Follow on Funding,,,,False,False,False
Omnikart,omnikart,Industrial Supplies B2B ecommerce,,Mumbai,Mumbai,Sumit Gandhi; Manish Gandhi,"[""Sumit Gandhi"", ""Manish Gandhi""]",2,Seed Funding,seed,"100,000",100000.0,11.51293546492023,50k-1M,False,2015-07-17,2015-07-17,2015,7,2015-07,,,,,False,False,False
Zo Rooms,zo rooms,Online budget hotel chain,,New Delhi,New Delhi,Tiger Global; Orios Venture Partners.,"[""Tiger Global"", ""Orios Venture Partners.""]",2,Private Equity,private equity,"15,000,000",15000000.0,16.52356082573315,10M-100M,False,2015-07-20,2015-07-20,2015,7,2015-07,No confirmation,,,,False,False,False
Innoviti,innoviti,Payment Solutions platform,,Bangalore,Bangalore,Catamaran Ventures; New India Investment Corporation,"[""Catamaran Ventures"", ""New India Investment Corporation""]",2,Private Equity,private equity,"4,850,000",4850000.0,15.394489469099211,1M-10M,False,2015-07-20,2015-07-20,2015,7,2015-07,Series A,,,,False,False,False
ZenRadius,zenradius,Online Hiring Platform,,Bangalore,Bangalore,Tracxn Labs; Deepak Singh,"[""Tracxn Labs"", ""Deepak Singh""]",2,Seed Funding,seed,,,,Undisclosed,True,2015-07-21,2015-07-21,2015,7,2015-07,,,,,False,False,False
Joy by nature,joy by nature,Organic Food ecommerce,,New Delhi,New Delhi,Mumbai Angels; Vriddhi Fund; Others,"[""Mumbai Angels"", ""Vriddhi Fund"", ""Others""]",3,Private Equity,private equity,"1,000,000",1000000.0,13.815511557963774,1M-10M,False,2015-07-21,2015-07-21,2015,7,2015-07,Series A,,,,False,False,False
Iqlect,iqlect,Big Data & Analytics platform,,Bangalore,Bangalore,Exfinity Venture Partners,"[""Exfinity Venture Partners""]",1,Private Equity,private equity,"2,000,000",2000000.0,14.508658238524095,1M-10M,False,2015-07-22,2015-07-22,2015,7,2015-07,Series A,,,,False,False,False
deGustibus,degustibus,Fine Dining Restaurant Chain,,Mumbai,Mumbai,India Value Fund Advisors,"[""India Value Fund Advisors""]",1,Private Equity,private equity,"30,000,000",30000000.0,17.216707972959764,10M-100M,False,2015-07-22,2015-07-22,2015,7,2015-07,Late Stage,,,,False,True,False
Nestaway,nestaway,Luxury Rental Homes,,Bangalore,Bangalore,Flipkart; Tiger Global,"[""Flipkart"", ""Tiger Global""]",2,Private Equity,private equity,"12,750,000",12750000.0,16.36104190800008,10M-100M,False,2015-07-23,2015-07-23,2015,7,2015-07,Series A,,,,False,False,False
Mswipe,mswipe,Mobile Point of Sale payment solution,,,nan,Falcon Edge Capital; Meru Capital; Ola; Matrix Partners; DSG Consumer Partners; Axis Bank,"[""Falcon Edge Capital"", ""Meru Capital"", ""Ola"", ""Matrix Partners"", ""DSG Consumer Partners"", ""Axis Bank""]",6,Private Equity,private equity,"25,000,000",25000000.0,17.034386422832473,10M-100M,False,2015-07-23,2015-07-23,2015,7,2015-07,Series B,,,,False,True,False
Myonsto,myonsto,Online Grocers,,Ahmedabad,Ahmedabad,Jayant Bokadia,"[""Jayant Bokadia""]",1,Seed Funding,seed,"320,000",320000.0,12.676079399771027,50k-1M,False,2015-07-23,2015-07-23,2015,7,2015-07,,,,,False,False,False
iCrushiFlush,icrushiflush,Casual Dating App,,Mumbai,Mumbai,IDG Ventures India,"[""IDG Ventures India""]",1,Seed Funding,seed,,,,Undisclosed,True,2015-07-23,2015-07-23,2015,7,2015-07,,,,,False,False,False
MedGenome,medgenome,Clinical Genomics Provider,,Bangalore,Bangalore,Sequoia Capital,"[""Sequoia Capital""]",1,Private Equity,private equity,"20,000,000",20000000.0,16.811242881518265,10M-100M,False,2015-07-23,2015-07-23,2015,7,2015-07,Series B,,,,False,False,False
HolidayIQ,holidayiq,Travel information portal,,Bangalore,Bangalore,MakeMyTrip,"[""MakeMyTrip""]",1,Private Equity,private equity,"15,000,000",15000000.0,16.52356082573315,10M-100M,False,2015-07-23,2015-07-23,2015,7,2015-07,Strategic Investment,,,,False,False,False
Fitternity,fitternity,Fitness Marketplace,,Mumbai,Mumbai,Exfinity Venture Partners,"[""Exfinity Venture Partners""]",1,Private Equity,private equity,"1,000,000",1000000.0,13.815511557963774,1M-10M,False,2015-07-23,2015-07-23,2015,7,2015-07,Series A,,,,False,False,False
Quikr,quikr,Online & Mobile classified listings,,Mumbai,Mumbai,AB Kinnevik; Falcon Edge Capital; Coatue Management,"[""AB Kinnevik"", ""Falcon Edge Capital"", ""Coatue Management""]",3,Private Equity,private equity,"60,000,000",60000000.0,17.909855136853043,10M-100M,False,2015-07-23,2015-07-23,2015,7,2015-07,Late Stage,,,,False,True,False
JetSetGo,jetsetgo,Private Jet/ Helicopter Marketplace,,New Delhi,New Delhi,YourWeCan Ventures,"[""YourWeCan Ventures""]",1,Seed Funding,seed,,,,Undisclosed,True,2015-07-23,2015-07-23,2015,7,2015-07,,,,,False,False,False
BroEx,broex,Real Estate Broker network App,,Gurgaon,Gurgaon,Lightspeed India,"[""Lightspeed India""]",1,Private Equity,private equity,"1,000,000",1000000.0,13.815511557963774,1M-10M,False,2015-07-24,2015-07-24,2015,7,2015-07,Bridge round,,,,False,False,False
Shopatplaces,shopatplaces,Ethnic/ Traditional Fashion Store,,New Delhi,New Delhi,Indian Angel Network,"[""Indian Angel Network""]",1,Seed Funding,seed,,,,Undisclosed,True,2015-07-25,2015-07-25,2015,7,2015-07,,,,,False,False,False
CredR,credr,Used Bikes Marketplace,,Mumbai,Mumbai,Fidelity Growth Partners,"[""Fidelity Growth Partners""]",1,Private Equity,private equity,"15,000,000",15000000.0,16.52356082573315,10M-100M,False,2015-07-25,2015-07-25,2015,7,2015-07,Series A,,,,False,False,False
ManageMySpa,managemyspa,Spa & Salon Management Software,,Hyderabad,Hyderabad,Accel Partners,"[""Accel Partners""]",1,Private Equity,private equity,"6,000,000",6000000.0,15.607270193858982,1M-10M,False,2015-07-27,2015-07-27,2015,7,2015-07,Series A,,,,False,False,False
Townrush,townrush,B2B logistics delivery platform,,Bangalore,Bangalore,Lightspeed Venture Partners,"[""Lightspeed Venture Partners""]",1,Seed Funding,seed,,,,Undisclosed,True,2015-07-27,2015-07-27,2015,7,2015-07,,,,,False,False,False
Locus,locus,Logistics Automation Platform,,Bangalore,Bangalore,growX ventures; Manish Singhal,"[""growX ventures"", ""Manish Singhal""]",2,Seed Funding,seed,,,,Undisclosed,True,2015-07-27,2015-07-27,2015,7,2015-07,,,,,False,False,False
Bevy,bevy,Online Hiring Platform,,Bangalore,Bangalore,Varun Agarwal & Others,"[""Varun Agarwal"", ""Others""]",2,Seed Funding,seed,,,,Undisclosed,True,2015-07-27,2015-07-27,2015,7,2015-07,,,,,False,False,False
Pepperfry,pepperfry,Online home décor marketplace,,Mumbai,Mumbai,Goldman Sachs; Zodius Technology Fund; Bertelsmann India Investments Norwest Venture Partners.,"[""Goldman Sachs"", ""Zodius Technology Fund"", ""Bertelsmann India Investments Norwest Venture Partners.""]",3,Private Equity,private equity,"100,000,000",100000000.0,18.420680753952364,100M+,False,2015-07-28,2015-07-28,2015,7,2015-07,Series D,,,,False,True,False
Flipkart.com,flipkart com,Online Marketplace,,Bangalore,Bangalore,Steadview Capital; existing investors,"[""Steadview Capital"", ""existing investors""]",2,Private Equity,private equity,"700,000,000",700000000.0,20.36659089443625,100M+,False,2015-07-28,2015-07-28,2015,7,2015-07,"Late Stage, 10th RoundMore here",,,,False,True,False
Opinio,opinio,Hyperlocal food & grocery store,,Bangalore,Bangalore,Accel Partners; Traxcn Labs & Others,"[""Accel Partners"", ""Traxcn Labs"", ""Others""]",3,Seed Funding,seed,"1,300,000",1300000.0,14.077875591662238,1M-10M,False,2015-07-28,2015-07-28,2015,7,2015-07,,,,,False,False,False
Zoctr,zoctr,Health-Tech platform,,Mumbai,Mumbai,Sandeep Parwal; Krishan Gupta & Others,"[""Sandeep Parwal"", ""Krishan Gupta"", ""Others""]",3,Seed Funding,seed,"1,000,000",1000000.0,13.815511557963774,1M-10M,False,2015-07-28,2015-07-28,2015,7,2015-07,,,,,False,False,False
Zimmber,zimmber,Hyperlocal Handyman Services,,Mumbai,Mumbai,IDG Ventures India; Omidyar Network; Sherpalo Ventures; Mohandas Pai,"[""IDG Ventures India"", ""Omidyar Network"", ""Sherpalo Ventures"", ""Mohandas Pai""]",4,Private Equity,private equity,"2,000,000",2000000.0,14.508658238524095,1M-10M,False,2015-07-29,2015-07-29,2015,7,2015-07,Series A,,,,False,False,False
trueHb,truehb,Medical Tech Instruments,,New Delhi,New Delhi,Sachin; Binny Bansal; Malvinder; Shivinder Singh; Gurpreet Singh & others,"[""Sachin"", ""Binny Bansal"", ""Malvinder"", ""Shivinder Singh"", ""Gurpreet Singh"", ""others""]",6,Seed Funding,seed,"2,400,000",2400000.0,14.690979711984754,1M-10M,False,2015-07-29,2015-07-29,2015,7,2015-07,,,,,False,False,False
Zovi.com/ Little App,zovi com little app,Hyperlocal Deals Marketplace,,Bangalore,Bangalore,Paytm; SAIF Partners; Tiger Global Management & others,"[""Paytm"", ""SAIF Partners"", ""Tiger Global Management"", ""others""]",4,Private Equity,private equity,"50,000,000",50000000.0,17.72753358339242,10M-100M,False,2015-07-29,2015-07-29,2015,7,2015-07,Series A,,,,False,True,False
Swajal,swajal,Innovative Water Solutions,,Gurgaon,Gurgaon,Abhishek Gupta,"[""Abhishek Gupta""]",1,Private Equity,private equity,"1,200,000",1200000.0,13.997832948091215,1M-10M,False,2015-07-29,2015-07-29,2015,7,2015-07,Series A,,,,False,False,False
Pipa Bella,pipa bella,Online Jewelry Store,,Mumbai,Mumbai,LionRock Capital,"[""LionRock Capital""]",1,Private Equity,private equity,"600,000",600000.0,13.304686600863562,50k-1M,False,2015-07-30,2015-07-30,2015,7,2015-07,Pre-Series A,,,,False,False,False
Pragmatix,pragmatix,Business intelligence & Analytics,,Mumbai,Mumbai,SIDBI Venture Capital Ltd,"[""SIDBI Venture Capital Ltd""]",1,Private Equity,private equity,"2,400,000",2400000.0,14.690979711984754,1M-10M,False,2015-07-30,2015-07-30,2015,7,2015-07,Series A,,,,False,False,False
Droom.in,droom in,Used Vehicle Marketplace,,New Delhi,New Delhi,Lightbox Ventures; Beenos,"[""Lightbox Ventures"", ""Beenos""]",2,Private Equity,private equity,"16,000,000",16000000.0,16.588099342704055,10M-100M,False,2015-07-30,2015-07-30,2015,7,2015-07,Series A,,,,False,False,False
